0,0,0
0.00199027,0.00195431,0.552782
0.010179,0.0257122,1.08702
0.0198984,0.0867129,1.59335
0.0286594,0.18425,2.06923
0.0358364,0.312541,2.51464
0.0479081,0.463777,2.92605
0.313124,0.508905,3.04073
0.729601,0.501102,2.96936
1.13642,0.515644,2.88812
1.5311,0.546059,2.80223
1.91408,0.585324,2.71741
2.28624,0.624952,2.63698
2.64715,0.659013,2.56251
2.99766,0.68339,2.49888
3.33873,0.694505,2.45099
3.67239,0.691331,2.4221
4.00011,0.674188,2.4161
4.32321,0.644183,2.43473
4.64348,0.60403,2.47762
4.96089,0.557396,2.54377
5.27591,0.508037,2.63003
5.58748,0.460217,2.73258
5.89384,0.418907,2.84767
6.19328,0.390298,2.97129
6.48292,0.381125,3.09887
6.76071,0.397829,3.22673
7.0243,0.444208,3.35089
7.27275,0.522241,3.46876
7.50538,0.631904,3.57833
7.7227,0.770447,3.67798
7.92527,0.932954,3.76726
8.11428,1.11418,3.84703
8.29114,1.30957,3.9188
8.45654,1.51463,3.98413
8.61124,1.72617,4.04563
8.75524,1.94112,4.10623
8.88897,2.15715,4.1695
9.0127,2.37173,4.23843
9.12664,2.58226,4.31522
9.23106,2.78672,4.40137
9.32567,2.98311,4.49705
9.41095,3.17079,4.60176
9.48711,3.34895,4.71438
9.5548,3.51766,4.8331
9.61475,3.67836,4.95621
9.6672,3.8329,5.08169
9.71246,3.98417,5.20792
9.75117,4.13504,5.33284
9.78405,4.28883,5.45442
9.8117,4.44818,5.56981
9.83442,4.61402,5.67591
9.85257,4.78758,5.77016
9.86619,4.96941,5.85058
9.87546,5.16015,5.91588
9.88059,5.35981,5.96538
9.88165,5.56825,6.00002
9.87833,5.78555,6.02092
9.86987,6.01084,6.02935
9.85624,6.24357,6.02723
9.83767,6.48165,6.01677
9.81462,6.72356,6.00046
9.78713,6.96724,5.98079
9.75548,7.21082,5.96012
9.72043,7.453,5.94083
9.68283,7.6922,5.92531
9.6431,7.92808,5.91471
9.60183,8.15929,5.91039
9.55988,8.38453,5.9138
9.5178,8.6029,5.92533
9.47637,8.81345,5.94507
9.4366,9.01599,5.97304
9.39963,9.21038,6.00898
9.36645,9.39752,6.05236
9.33781,9.5793,6.10239
9.31465,9.75696,6.15803
9.29752,9.93198,6.21782
9.28676,10.1063,6.27985
9.28234,10.2808,6.34208
9.28405,10.457,6.4027
9.29097,10.636,6.45957
9.30219,10.8192,6.51079
9.31686,11.0077,6.55487
9.33376,11.2021,6.59072
9.35168,11.4035,6.61772
9.36984,11.6115,6.63554
9.38736,11.8259,6.64445
9.40362,12.0456,6.64486
9.41844,12.2692,6.63746
9.43209,12.4958,6.62331
9.44543,12.7237,6.60418
9.4593,12.9517,6.58193
9.47525,13.1786,6.5585
9.49504,13.4026,6.53614
9.52032,13.6219,6.51668
9.55272,13.8347,6.50156
9.59393,14.0399,6.4922
9.64555,14.2361,6.4898
9.70887,14.4229,6.49504
9.78507,14.6002,6.50822
9.87452,14.768,6.52895
