0,0,0
0.00199027,0.00195431,0.552782
0.010179,0.0257122,1.08702
0.0198984,0.0867129,1.59335
0.0286594,0.18425,2.06923
0.0358364,0.312541,2.51464
0.0417458,0.44597,2.88508
0.046651,0.339596,2.66907
0.0484201,0.211533,2.32213
0.0474049,0.111695,1.96587
0.0445164,0.0313184,1.61157
0.0399668,-0.0436706,1.2614
0.0345974,-0.125368,0.91596
0.0279982,-0.219951,0.578388
0.0204321,-0.330662,0.250441
0.0122775,-0.46123,-0.0572953
0.00433054,-0.582142,-0.287813
0.00640303,-0.46964,-0.166127
0.0109708,-0.311523,0.0810248
0.0159939,-0.17673,0.351551
0.0222589,-0.05979,0.638612
0.0296762,0.0435911,0.938589
0.0375469,0.139347,1.24969
0.0460402,0.233091,1.56657
0.0553187,0.329611,1.88292
0.0647453,0.436364,2.19415
0.0739143,0.558814,2.49331
0.08233,0.700178,2.77474
0.0895324,0.863395,3.03455
0.0953327,1.04836,3.26825
0.0996643,1.25251,3.47569
0.102859,1.47366,3.65735
0.104949,1.71066,3.81495
0.106429,1.96146,3.95158
0.10782,2.2243,4.07176
0.109355,2.49664,4.17968
0.111181,2.77442,4.27978
0.113489,3.05447,4.37653
0.116475,3.3336,4.47359
0.119981,3.60988,4.57458
0.123789,3.88106,4.68242
0.128136,4.14445,4.80054
0.133048,4.39712,4.93209
0.138504,4.63615,5.07808
0.14435,4.86036,5.23861
0.150439,5.06875,5.41263
0.156998,5.26234,5.59938
0.163927,5.44341,5.79788
0.170968,5.61507,6.00677
0.178125,5.78113,6.22476
0.185209,5.94413,6.44911
0.192166,6.10612,6.67659
0.199034,6.2686,6.90322
0.205861,6.43345,7.12521
0.212419,6.60352,7.33951
0.218539,6.78139,7.54254
0.224147,6.96955,7.73134
0.229111,7.16922,7.90266
0.233512,7.38146,8.05494
0.237339,7.60559,8.18751
0.240611,7.84102,8.30112
0.243601,8.08635,8.39688
0.246454,8.33995,8.47675
0.249312,8.60095,8.5434
0.252341,8.86775,8.59957
0.255589,9.13911,8.649
0.259124,9.41259,8.69553
0.263215,9.68663,8.74292
0.267917,9.95927,8.79385
0.273202,10.2283,8.85064
0.278988,10.4915,8.91564
0.285341,10.7458,8.9904
0.292429,10.9891,9.07631
0.300229,11.2195,9.17402
0.308608,11.4363,9.28396
0.317165,11.6394,9.40598
0.325628,11.8301,9.53965
0.333851,12.0104,9.68439
0.341737,12.1824,9.83855
0.349214,12.3486,10.0004
0.356206,12.5109,10.1672
0.362628,12.671,10.3357
0.368394,12.831,10.5036
0.373556,12.9926,10.6681
0.37818,13.1582,10.827
0.382206,13.3301,10.9777
0.385638,13.5102,11.1176
0.396935,13.7077,11.205
0.440474,13.948,11.1272
0.485081,14.1978,11.0302
0.529208,14.454,10.9229
0.57315,14.7156,10.8074
0.61697,14.9805,10.6858
0.660633,15.2473,10.5604
0.70414,15.5143,10.4342
0.74757,15.7802,10.3097
0.790906,16.0429,10.1902
0.83419,16.2994,10.0787
0.877631,16.5479,9.97693
0.92101,16.7856,9.88715
0.964319,17.0114,9.8112
