0,0,0
0.00199027,0.00195431,0.552782
0.010179,0.0257122,1.08702
0.0198984,0.0867129,1.59335
0.0286594,0.18425,2.06923
0.0358364,0.312541,2.51464
0.0414779,0.444914,2.88246
0.0429939,0.311935,2.61746
0.0410189,0.152151,2.2104
0.0369045,0.0223097,1.79437
0.0319522,-0.0865448,1.38167
0.0268205,-0.189631,0.973896
0.0215217,-0.300124,0.570923
0.0153628,-0.424135,0.176939
0.00793569,-0.560778,-0.197052
0.00113727,-0.497074,-0.262696
-0.00463403,-0.282077,-0.0612491
-0.00989051,-0.0964922,0.169819
-0.0134118,0.0616484,0.423772
-0.0149245,0.197279,0.700562
-0.0137645,0.318038,0.995916
-0.0102224,0.431301,1.30847
-0.00489816,0.539679,1.63499
0.0018645,0.645482,1.96756
0.0103407,0.751778,2.30018
0.0201879,0.862295,2.62593
0.0301596,0.983779,2.93697
0.039056,1.12228,3.22774
0.0463139,1.28186,3.49422
0.0514126,1.46417,3.73178
0.0544235,1.66882,3.93988
0.0546574,1.89506,4.11962
0.0524225,2.13997,4.27244
0.0483272,2.4007,4.40311
0.0435289,2.67342,4.51497
0.0385662,2.95509,4.61091
0.0336579,3.24205,4.69573
0.0287118,3.53058,4.77481
0.024169,3.81815,4.85386
0.0207692,4.10315,4.93833
0.0187682,4.38373,5.03271
0.0181772,4.65633,5.14059
0.019132,4.91704,5.26461
0.0218108,5.16264,5.40526
0.0259627,5.38958,5.5621
0.0315327,5.59739,5.73509
0.0383724,5.78761,5.9229
0.0462735,5.96318,6.1243
0.0547156,6.12813,6.33852
0.0633029,6.28624,6.56334
0.0719308,6.44045,6.79621
0.0799491,6.59281,7.03345
0.0871309,6.74534,7.27053
0.0936014,6.90042,7.50331
0.0988529,7.06106,7.72736
0.102784,7.23051,7.939
0.105237,7.41098,8.13418
0.106288,7.60473,8.30929
0.105984,7.81299,8.46195
0.104664,8.03563,8.5918
0.102803,8.27209,8.69983
0.101025,8.52072,8.78756
0.0995084,8.78007,8.85756
0.0985405,9.04795,8.91233
0.0985253,9.32297,8.9551
0.0996336,9.60263,8.98967
0.101865,9.8843,9.02049
0.105531,10.1663,9.05193
0.110623,10.446,9.08757
0.116975,10.722,9.13067
0.124304,10.991,9.18407
0.132755,11.2493,9.24983
0.142578,11.494,9.32948
0.153401,11.7228,9.42379
0.164686,11.935,9.53296
0.175751,12.1311,9.65654
0.186167,12.3126,9.79388
0.195536,12.4822,9.94401
0.203761,12.6423,10.1048
0.211029,12.7961,10.2743
0.217195,12.9459,10.4493
0.222062,13.0938,10.6261
0.225834,13.2425,10.8017
0.228469,13.3939,10.9727
0.230109,13.5506,11.1365
0.231023,13.7151,11.2894
0.231346,13.8895,11.4289
0.231286,14.0749,11.5525
0.231036,14.2714,11.6591
0.231097,14.479,11.7482
0.231981,14.6965,11.8202
0.234131,14.9233,11.8768
0.237535,15.1576,11.9199
0.241943,15.3981,11.9522
0.247297,15.6433,11.9765
0.253603,15.8911,11.9956
0.260738,16.1403,12.0125
0.268626,16.3886,12.0301
0.277231,16.6342,12.0517
0.286273,16.8745,12.0802
0.29574,17.1072,12.1182
