0,0,0
0.00199027,0.00195431,0.552782
0.010179,0.0257122,1.08702
0.0198984,0.0867129,1.59335
0.0286594,0.18425,2.06923
0.0358364,0.312541,2.51464
0.041574,0.466485,2.93303
0.104734,0.503091,3.02867
0.255821,0.349954,2.64765
0.403714,0.223331,2.25218
0.546556,0.117387,1.85737
0.684296,0.0202181,1.47073
0.818377,-0.0793836,1.09102
0.949691,-0.190529,0.721279
1.07648,-0.317285,0.365374
1.19422,-0.461929,0.034481
1.29557,-0.597255,-0.215693
1.38398,-0.489287,-0.109925
1.45507,-0.320082,0.144095
1.51654,-0.176667,0.433205
1.57405,-0.054568,0.748015
1.62958,0.0516162,1.08187
1.68376,0.147122,1.43309
1.73685,0.237407,1.79543
1.78853,0.326636,2.16154
1.83886,0.420648,2.52566
1.8873,0.525787,2.87995
1.93325,0.646828,3.21837
1.97673,0.788306,3.53676
2.0171,0.95239,3.8299
2.05404,1.1393,4.09546
2.08773,1.34743,4.33261
2.11876,1.57526,4.54067
2.14771,1.82058,4.72205
2.17446,2.08024,4.88055
2.19903,2.35198,5.02024
2.22152,2.63263,5.14519
2.24199,2.91914,5.26059
2.26104,3.20909,5.37134
2.27877,3.49911,5.48209
2.29545,3.78608,5.5972
2.3113,4.06711,5.72039
2.32663,4.3384,5.8552
2.34161,4.59718,6.00365
2.35676,4.84228,6.16661
2.37251,5.07213,6.34449
2.38926,5.28598,6.53678
2.40703,5.48514,6.74273
2.42574,5.6715,6.96098
2.44526,5.84806,7.18972
2.46595,6.01837,7.42749
2.48798,6.18508,7.67151
2.51135,6.35103,7.91785
2.53595,6.51901,8.16256
2.56162,6.69115,8.40121
2.58807,6.87024,8.62934
2.6151,7.05915,8.84294
2.6427,7.25988,9.03799
2.67042,7.47409,9.21171
2.69771,7.70287,9.36297
2.72404,7.94578,9.49179
2.74911,8.20173,9.59939
2.77283,8.46976,9.68752
2.79507,8.74804,9.75798
2.81589,9.03455,9.81338
2.83523,9.32755,9.85714
2.85348,9.62395,9.89315
2.8711,9.9221,9.92586
2.88857,10.2201,9.95936
2.90613,10.5156,9.99692
2.92398,10.807,10.0417
2.9428,11.0913,10.0962
2.96326,11.3654,10.1619
2.98621,11.6269,10.24
3.01256,11.8745,10.3315
3.04269,12.1078,10.4361
3.07682,12.3278,10.5534
3.11509,12.5356,10.6828
3.15745,12.733,10.823
3.20341,12.9223,10.9718
3.25262,13.1063,11.1274
3.30455,13.2869,11.2868
3.35862,13.4666,11.447
3.41422,13.6476,11.605
3.47079,13.832,11.7578
3.52785,14.022,11.9029
3.5848,14.2195,12.0375
3.64108,14.4259,12.1589
3.6961,14.6426,12.2654
3.74925,14.8699,12.3559
3.80001,15.1072,12.4297
3.84838,15.3541,12.4877
3.89464,15.6095,12.5311
3.93909,15.8716,12.5618
3.982,16.1392,12.582
4.02342,16.4107,12.5944
4.06407,16.685,12.6019
4.10474,16.9606,12.6073
4.14625,17.2355,12.6138
4.18954,17.5081,12.6242
4.23535,17.7757,12.641
